用户编码,登录地址,登录失败次数,登录成功率,时间范围分钟,每分钟失败比例,连续失败3次,浏览量真值,浏览量预测值
162,3232235797,8,0.84,27271.0,0.0002933519122877782,0,0,0
126,3405803819,11,0.7962962962962963,12848.0,0.0008561643835616438,0,3,3
122,167772201,7,0.8870967741935484,9787.0,0.0007152344947379177,0,0,0
188,3405803811,11,0.7884615384615384,9814.0,0.0011208477684939882,0,3,3
134,3405803799,9,0.8301886792452831,9756.0,0.0009225092250922509,0,3,3
182,167772189,13,0.7346938775510204,9158.0,0.0014195239135182355,0,0,0
57,2886729745,24,0.625,26972.0,0.0008898116565327006,0,0,0
145,2886729760,2,0.9487179487179487,9843.0,0.000203190084323885,0,0,0
155,3232235796,19,0.6346153846153846,9614.0,0.001976284584980237,0,0,0
165,3232235779,12,0.7818181818181819,27057.0,0.00044350814946224635,0,0,0
72,167772189,12,0.7818181818181819,12700.0,0.0009448818897637795,0,0,0
171,3232235820,15,0.75,9808.0,0.0015293637846655792,0,0,0
16,2886729738,7,0.8627450980392157,9619.0,0.0007277263748830439,0,0,0
180,2886729744,14,0.7254901960784313,12705.0,0.0011019283746556473,0,0,0
10,2886729763,11,0.7924528301886793,9296.0,0.0011833046471600688,0,0,0
104,167772204,11,0.8450704225352113,19279.0,0.0005705690129156076,1,4,4
117,167772192,19,0.7076923076923077,12819.0,0.0014821748966378032,0,0,0
179,3405803778,6,0.8695652173913043,27327.0,0.0002195630694917115,0,3,3
185,3232235795,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
119,3232235791,12,0.7551020408163265,9947.0,0.0012063938876043028,0,0,0
173,2886729748,21,0.6440677966101694,12876.0,0.0016309412861137,0,0,0
169,3405803818,9,0.8,9469.0,0.0009504699545886577,0,3,3
166,167772184,15,0.7,26933.0,0.0005569375858612112,0,0,0
42,3232235824,12,0.76,27274.0,0.0004399794676248442,0,0,0
52,3232235806,7,0.8653846153846154,9918.0,0.0007057874571486187,0,0,0
143,167772193,10,0.75,9352.0,0.00106928999144568,0,0,0
77,3232235813,12,0.7446808510638298,27120.0,0.0004424778761061947,0,0,0
84,2886729765,10,0.8,9559.0,0.001046134532900931,0,0,0
43,3232235794,7,0.825,9161.0,0.0007641087217552669,0,0,0
88,2886729729,15,0.6875,26036.0,0.0005761253648793978,0,0,0
87,167772164,11,0.75,12915.0,0.0008517228029423151,1,4,4
154,167772208,11,0.828125,9764.0,0.0011265874641540352,0,0,0
180,167772161,14,0.7254901960784313,12705.0,0.0011019283746556473,0,0,0
23,3405803787,8,0.8571428571428571,9650.0,0.0008290155440414508,0,3,3
43,167772196,7,0.825,9161.0,0.0007641087217552669,0,0,0
178,3232235795,5,0.8809523809523809,9657.0,0.0005177591384487936,0,0,0
73,3405803802,18,0.6727272727272727,12433.0,0.0014477599935655112,0,3,3
152,3232235804,11,0.78,12852.0,0.0008558979147214441,0,0,0
41,3232235795,15,0.7058823529411765,9686.0,0.001548626884162709,0,0,0
161,3232235825,10,0.7619047619047619,9241.0,0.0010821339681852614,0,0,0
11,3232235793,11,0.7708333333333334,9595.0,0.0011464304325169358,0,0,0
28,2886729752,19,0.6833333333333333,27314.0,0.0006956139708574358,0,0,0
73,2886729737,18,0.6727272727272727,12433.0,0.0014477599935655112,0,0,0
167,167772187,7,0.8813559322033898,9703.0,0.0007214263629805215,0,0,0
199,3405803783,16,0.7575757575757576,12874.0,0.0012428149759204598,0,3,3
145,3405803810,2,0.9487179487179487,9843.0,0.000203190084323885,0,3,3
84,3232235794,10,0.8,9559.0,0.001046134532900931,0,0,0
109,3405803785,18,0.7049180327868853,9926.0,0.0018134193028410237,0,3,3
154,3232235785,11,0.828125,9764.0,0.0011265874641540352,0,0,0
166,167772200,15,0.7,26933.0,0.0005569375858612112,0,0,0
186,167772171,9,0.8085106382978723,9363.0,0.0009612303748798462,0,0,0
104,2886729768,11,0.8450704225352113,19279.0,0.0005705690129156076,0,0,0
130,3405803810,11,0.8070175438596491,9777.0,0.0011250894957553442,0,3,3
84,2886729743,10,0.8,9559.0,0.001046134532900931,0,0,0
180,167772197,14,0.7254901960784313,12705.0,0.0011019283746556473,0,0,0
27,2886729776,14,0.7666666666666667,27367.0,0.0005115650235685314,0,0,0
82,2886729773,9,0.8235294117647058,9635.0,0.000934094447327452,0,0,0
61,3232235808,14,0.6818181818181818,9718.0,0.0014406256431364478,0,0,0
131,2886729734,13,0.7450980392156863,9922.0,0.0013102197137673855,0,0,0
105,3232235799,8,0.8222222222222222,9754.0,0.0008201763379126512,0,0,0
35,2886729774,9,0.7954545454545454,26868.0,0.00033497096918267083,0,0,0
159,3405803777,6,0.8695652173913043,8742.0,0.0006863417982155113,0,3,3
200,3232235801,15,0.7321428571428571,9646.0,0.0015550487248600455,0,0,0
31,167772193,15,0.7692307692307693,12758.0,0.0011757328734911428,0,0,0
184,3232235805,19,0.6984126984126984,27259.0,0.0006970174988077333,1,4,4
10,3405803800,11,0.7924528301886793,9296.0,0.0011833046471600688,0,3,3
42,2886729767,12,0.76,27274.0,0.0004399794676248442,0,0,0
4,167772201,15,0.6341463414634146,12630.0,0.0011876484560570072,0,0,0
37,2886729756,13,0.7045454545454546,9344.0,0.0013912671232876712,0,0,0
93,2886729737,13,0.7868852459016393,9499.0,0.001368565112117065,0,0,0
16,3232235808,7,0.8627450980392157,9619.0,0.0007277263748830439,0,0,0
148,167772166,10,0.84375,26864.0,0.00037224538415723646,0,0,0
190,2886729769,18,0.7096774193548387,9501.0,0.001894537417113988,0,0,0
75,3405803791,8,0.84,9454.0,0.0008462026655383964,0,3,3
142,3232235795,7,0.8771929824561403,9555.0,0.0007326007326007326,0,0,0
155,167772208,19,0.6346153846153846,9614.0,0.001976284584980237,0,0,0
129,3232235781,5,0.8837209302325582,9502.0,0.0005262050094716902,0,0,0
112,3232235803,8,0.8431372549019608,9757.0,0.0008199241570154761,0,0,0
165,167772195,12,0.7818181818181819,27057.0,0.00044350814946224635,0,0,0
186,3405803778,9,0.8085106382978723,9363.0,0.0009612303748798462,0,3,3
121,2886729752,7,0.86,9601.0,0.0007290907197166961,0,0,0
140,3232235822,8,0.8431372549019608,9326.0,0.0008578168561012224,0,0,0
9,167772166,7,0.8333333333333334,9494.0,0.0007373077733305245,0,0,0
46,2886729759,13,0.723404255319149,9973.0,0.0013035195026571743,0,0,0
105,167772186,8,0.8222222222222222,9754.0,0.0008201763379126512,0,0,0
155,167772197,19,0.6346153846153846,9614.0,0.001976284584980237,0,0,0
121,3232235784,7,0.86,9601.0,0.0007290907197166961,0,0,0
35,167772173,9,0.7954545454545454,26868.0,0.00033497096918267083,0,0,0
49,3232235791,10,0.8148148148148148,27111.0,0.00036885397071299473,0,0,0
195,167772209,6,0.9032258064516129,9795.0,0.0006125574272588055,0,0,0
97,3405803785,16,0.7142857142857143,12911.0,0.0012392533498567114,0,3,3
92,3405803797,14,0.7083333333333334,9925.0,0.0014105793450881613,0,3,3
166,167772180,15,0.7,26933.0,0.0005569375858612112,0,0,0
138,2886729746,9,0.82,9504.0,0.000946969696969697,0,0,0
55,3405803824,17,0.6666666666666666,9763.0,0.0017412680528526069,0,3,3
168,2886729745,21,0.631578947368421,12922.0,0.0016251354279523294,0,0,0
133,3405803782,6,0.8636363636363636,9805.0,0.0006119326874043855,0,3,3
121,2886729746,7,0.86,9601.0,0.0007290907197166961,0,0,0
191,167772164,8,0.8,9016.0,0.0008873114463176575,0,0,0
108,3405803786,14,0.7407407407407407,9598.0,0.0014586372160866848,0,3,3
92,167772182,14,0.7083333333333334,9925.0,0.0014105793450881613,0,0,0
31,167772192,15,0.7692307692307693,12758.0,0.0011757328734911428,0,0,0
143,167772185,10,0.75,9352.0,0.00106928999144568,0,0,0
139,2886729773,14,0.7307692307692307,27268.0,0.0005134223265365997,0,0,0
151,3405803809,10,0.782608695652174,27155.0,0.0003682563063892469,0,3,3
57,3232235823,24,0.625,26972.0,0.0008898116565327006,0,0,0
189,2886729749,8,0.8367346938775511,12849.0,0.0006226165460347109,0,0,0
25,3405803819,8,0.813953488372093,9889.0,0.000808979674385681,0,3,3
70,167772167,16,0.7090909090909091,9872.0,0.0016207455429497568,0,0,0
153,3232235797,7,0.8653846153846154,9551.0,0.0007329075489477542,0,0,0
55,2886729755,17,0.6666666666666666,9763.0,0.0017412680528526069,0,0,0
8,167772191,5,0.9056603773584906,9872.0,0.000506482982171799,0,0,0
98,3232235808,10,0.7872340425531915,27061.0,0.00036953549388418755,0,0,0
184,3405803793,19,0.6984126984126984,27259.0,0.0006970174988077333,0,3,3
52,2886729737,7,0.8653846153846154,9918.0,0.0007057874571486187,0,0,0
26,167772183,8,0.813953488372093,9762.0,0.0008195041999590248,0,0,0
166,3232235805,15,0.7,26933.0,0.0005569375858612112,0,0,0
32,3405803801,17,0.7384615384615385,12835.0,0.0013245033112582781,0,3,3
114,167772164,7,0.8478260869565217,9834.0,0.0007118161480577588,0,0,0
130,167772201,11,0.8070175438596491,9777.0,0.0011250894957553442,0,0,0
115,3405803813,10,0.7872340425531915,9148.0,0.0010931351114997813,0,3,3
148,2886729772,10,0.84375,26864.0,0.00037224538415723646,0,0,0
136,3232235790,17,0.711864406779661,27334.0,0.0006219360503402356,1,4,4
97,3405803785,16,0.7142857142857143,12911.0,0.0012392533498567114,0,3,3
90,3405803808,3,0.925,9523.0,0.0003150267772760685,0,3,3
142,2886729768,7,0.8771929824561403,9555.0,0.0007326007326007326,0,0,0
75,3232235809,8,0.84,9454.0,0.0008462026655383964,0,0,0
70,167772166,16,0.7090909090909091,9872.0,0.0016207455429497568,0,0,0
40,167772189,13,0.75,26760.0,0.0004857997010463378,0,0,0
184,3405803785,19,0.6984126984126984,27259.0,0.0006970174988077333,1,5,5
56,3405803825,16,0.7333333333333333,12896.0,0.0012406947890818859,0,3,3
36,2886729758,12,0.7391304347826086,9480.0,0.0012658227848101266,0,0,0
200,3405803813,15,0.7321428571428571,9646.0,0.0015550487248600455,0,3,3
10,167772176,11,0.7924528301886793,9296.0,0.0011833046471600688,0,0,0
62,3405803792,11,0.7962962962962963,9754.0,0.0011277424646298955,0,3,3
53,2886729770,11,0.7884615384615384,9972.0,0.001103088648215002,0,0,0
16,167772194,7,0.8627450980392157,9619.0,0.0007277263748830439,0,0,0
195,2886729730,6,0.9032258064516129,9795.0,0.0006125574272588055,0,0,0
194,167772196,13,0.7346938775510204,12936.0,0.001004947433518862,0,0,0
198,167772170,10,0.7619047619047619,9681.0,0.0010329511414110112,0,0,0
37,167772169,13,0.7045454545454546,9344.0,0.0013912671232876712,0,0,0
137,3405803809,12,0.7551020408163265,9785.0,0.0012263668880940215,0,3,3
40,2886729777,13,0.75,26760.0,0.0004857997010463378,0,0,0
82,2886729776,9,0.8235294117647058,9635.0,0.000934094447327452,0,0,0
32,167772178,17,0.7384615384615385,12835.0,0.0013245033112582781,0,0,0
145,3232235784,2,0.9487179487179487,9843.0,0.000203190084323885,0,0,0
152,167772188,11,0.78,12852.0,0.0008558979147214441,0,0,0
151,2886729753,10,0.782608695652174,27155.0,0.0003682563063892469,0,0,0
22,2886729742,9,0.7428571428571429,9317.0,0.0009659761725877428,0,0,0
107,2886729729,14,0.7454545454545455,27016.0,0.0005182114302635475,0,0,0
3,2886729758,11,0.75,9056.0,0.0012146643109540636,0,0,0
166,3405803786,15,0.7,26933.0,0.0005569375858612112,0,3,3
60,167772185,9,0.8,9887.0,0.0009102862344492768,0,0,0
191,3405803790,8,0.8,9016.0,0.0008873114463176575,0,3,3
123,2886729747,14,0.7254901960784313,12559.0,0.0011147384345887412,0,0,0
49,2886729744,10,0.8148148148148148,27111.0,0.00036885397071299473,0,0,0
4,2886729729,15,0.6341463414634146,12630.0,0.0011876484560570072,0,0,0
13,2886729772,14,0.6956521739130435,9381.0,0.0014923782112781154,0,0,0
54,167772186,15,0.6739130434782609,9528.0,0.0015743073047858943,0,0,0
119,167772181,12,0.7551020408163265,9947.0,0.0012063938876043028,0,0,0
62,3232235814,11,0.7962962962962963,9754.0,0.0011277424646298955,0,0,0
111,3232235800,7,0.8292682926829268,27289.0,0.0002565136135439188,0,0,0
197,3232235784,8,0.8260869565217391,27342.0,0.0002925901543413064,0,0,0
102,3232235797,11,0.7924528301886793,9686.0,0.0011356597150526534,0,0,0
57,2886729748,24,0.625,26972.0,0.0008898116565327006,0,0,0
14,3405803791,11,0.8135593220338984,27049.0,0.00040666937779585197,0,3,3
58,167772199,17,0.6792452830188679,12734.0,0.001335008638291189,0,0,0
80,167772165,2,0.96,9914.0,0.00020173492031470649,0,0,0
7,3232235821,15,0.7115384615384616,27133.0,0.000552832344377695,0,0,0
70,167772205,16,0.7090909090909091,9872.0,0.0016207455429497568,0,0,0
102,167772170,11,0.7924528301886793,9686.0,0.0011356597150526534,0,0,0
88,167772187,15,0.6875,26036.0,0.0005761253648793978,0,0,0
102,3232235813,11,0.7924528301886793,9686.0,0.0011356597150526534,0,0,0
7,167772178,15,0.7115384615384616,27133.0,0.000552832344377695,0,0,0
53,2886729735,11,0.7884615384615384,9972.0,0.001103088648215002,0,0,0
18,167772169,6,0.8823529411764706,9826.0,0.0006106248727864848,0,0,0
45,2886729771,18,0.7,27315.0,0.0006589785831960461,0,0,0
79,3405803818,18,0.6896551724137931,12872.0,0.0013983840894965817,0,3,3
189,2886729749,8,0.8367346938775511,12849.0,0.0006226165460347109,0,0,0
111,3232235799,7,0.8292682926829268,27289.0,0.0002565136135439188,0,0,0
47,167772177,16,0.7142857142857143,27307.0,0.0005859303475299374,0,0,0
174,3405803782,11,0.7608695652173914,9536.0,0.001153523489932886,0,3,3
151,3405803815,10,0.782608695652174,27155.0,0.0003682563063892469,0,3,3
176,3232235807,7,0.86,9572.0,0.0007312996239030506,0,0,0
98,167772197,10,0.7872340425531915,27061.0,0.00036953549388418755,0,0,0
175,3232235809,8,0.8571428571428571,9244.0,0.0008654262224145391,0,0,0
118,167772179,11,0.7962962962962963,9875.0,0.0011139240506329114,0,0,0
34,3232235796,11,0.7608695652173914,9875.0,0.0011139240506329114,0,0,0
73,167772194,18,0.6727272727272727,12433.0,0.0014477599935655112,0,0,0
15,3405803792,13,0.6486486486486487,12510.0,0.0010391686650679456,0,3,3
171,2886729748,15,0.75,9808.0,0.0015293637846655792,0,0,0
64,3405803784,8,0.8490566037735849,9681.0,0.000826360913128809,0,3,3
116,3232235782,9,0.7906976744186046,9812.0,0.0009172441907867916,0,0,0
40,3232235814,13,0.75,26760.0,0.0004857997010463378,0,0,0
85,3232235790,12,0.7931034482758621,9777.0,0.00122737035900583,0,0,0
121,3405803819,7,0.86,9601.0,0.0007290907197166961,0,3,3
49,3232235800,10,0.8148148148148148,27111.0,0.00036885397071299473,0,0,0
154,2886729748,11,0.828125,9764.0,0.0011265874641540352,0,0,0
22,167772195,9,0.7428571428571429,9317.0,0.0009659761725877428,0,0,0
118,3405803777,11,0.7962962962962963,9875.0,0.0011139240506329114,0,3,3
31,3405803814,15,0.7692307692307693,12758.0,0.0011757328734911428,0,3,3
58,167772173,17,0.6792452830188679,12734.0,0.001335008638291189,0,0,0
141,167772169,7,0.8852459016393442,9787.0,0.0007152344947379177,0,0,0
86,3232235800,17,0.734375,27184.0,0.0006253678634490877,0,0,0
56,167772176,16,0.7333333333333333,12896.0,0.0012406947890818859,0,0,0
195,3405803817,6,0.9032258064516129,9795.0,0.0006125574272588055,0,3,3
52,3405803806,7,0.8653846153846154,9918.0,0.0007057874571486187,0,3,3
87,2886729770,11,0.75,12915.0,0.0008517228029423151,0,0,0
183,3232235793,11,0.7924528301886793,9662.0,0.001138480645829021,0,0,0
156,167772161,15,0.7058823529411765,9745.0,0.0015392508978963571,0,0,0
143,3405803806,10,0.75,9352.0,0.00106928999144568,0,3,3
22,2886729772,9,0.7428571428571429,9317.0,0.0009659761725877428,0,0,0
93,2886729741,13,0.7868852459016393,9499.0,0.001368565112117065,0,0,0
170,2886729738,16,0.6363636363636364,9563.0,0.0016731151312349682,0,0,0
50,3232235820,7,0.8627450980392157,27299.0,0.00025641964907139453,0,0,0
22,3405803782,9,0.7428571428571429,9317.0,0.0009659761725877428,0,3,3
171,3232235802,15,0.75,9808.0,0.0015293637846655792,0,0,0
115,2886729748,10,0.7872340425531915,9148.0,0.0010931351114997813,0,0,0
70,2886729768,16,0.7090909090909091,9872.0,0.0016207455429497568,0,0,0
80,3405803780,2,0.96,9914.0,0.00020173492031470649,0,3,3
87,167772197,11,0.75,12915.0,0.0008517228029423151,0,0,0
84,3405803816,10,0.8,9559.0,0.001046134532900931,0,3,3
59,2886729768,12,0.7142857142857143,9303.0,0.0012899064817800709,0,0,0
125,3405803822,13,0.75,9736.0,0.0013352506162695153,0,3,3
69,2886729772,13,0.7547169811320755,9717.0,0.0013378614798806217,0,0,0
174,167772180,11,0.7608695652173914,9536.0,0.001153523489932886,0,0,0
165,3405803811,12,0.7818181818181819,27057.0,0.00044350814946224635,0,3,3
36,3405803825,12,0.7391304347826086,9480.0,0.0012658227848101266,0,3,3
135,3405803789,9,0.8615384615384616,9957.0,0.0009038867128653209,0,3,3
99,3405803823,10,0.7959183673469388,9192.0,0.0010879025239338555,0,3,3
50,167772169,7,0.8627450980392157,27299.0,0.00025641964907139453,0,0,0
181,167772171,13,0.7636363636363637,27287.0,0.0004764173415912339,0,0,0
37,2886729737,13,0.7045454545454546,9344.0,0.0013912671232876712,0,0,0
125,2886729743,13,0.75,9736.0,0.0013352506162695153,0,0,0
189,3232235812,8,0.8367346938775511,12849.0,0.0006226165460347109,0,0,0
20,167772166,13,0.7592592592592593,27308.0,0.0004760509740735316,0,0,0
78,3405803793,6,0.8571428571428571,9934.0,0.0006039863096436481,0,3,3
47,3232235825,16,0.7142857142857143,27307.0,0.0005859303475299374,0,0,0
146,3405803816,15,0.7169811320754716,27273.0,0.0005499945000549994,0,3,3
174,167772188,11,0.7608695652173914,9536.0,0.001153523489932886,0,0,0
74,2886729735,10,0.7959183673469388,9885.0,0.0010116337885685382,0,0,0
57,3232235790,24,0.625,26972.0,0.0008898116565327006,0,0,0
65,2886729734,6,0.8421052631578947,9466.0,0.0006338474540460595,0,0,0
18,3232235788,6,0.8823529411764706,9826.0,0.0006106248727864848,0,0,0
135,167772197,9,0.8615384615384616,9957.0,0.0009038867128653209,0,0,0
132,3405803814,10,0.8484848484848485,9243.0,0.0010818998160770314,0,3,3
174,3232235786,11,0.7608695652173914,9536.0,0.001153523489932886,0,0,0
0,3325256728,26,0.48,49.0,0.5306122448979592,1,2,2
53,2886729752,11,0.7884615384615384,9972.0,0.001103088648215002,0,0,0
146,2886729737,15,0.7169811320754716,27273.0,0.0005499945000549994,0,0,0
157,2886729773,10,0.8214285714285714,27325.0,0.00036596523330283625,0,0,0
80,2886729733,2,0.96,9914.0,0.00020173492031470649,0,0,0
58,3232235795,17,0.6792452830188679,12734.0,0.001335008638291189,0,0,0
185,3232235815,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
178,3232235823,5,0.8809523809523809,9657.0,0.0005177591384487936,0,0,0
172,2886729738,7,0.875,27241.0,0.0002569656033185272,0,0,0
124,2886729738,13,0.7547169811320755,9893.0,0.001314060446780552,0,0,0
5,2886729772,11,0.7924528301886793,12551.0,0.0008764241893076249,0,0,0
79,3405803819,18,0.6896551724137931,12872.0,0.0013983840894965817,0,3,3
73,3232235809,18,0.6727272727272727,12433.0,0.0014477599935655112,0,0,0
142,167772197,7,0.8771929824561403,9555.0,0.0007326007326007326,0,0,0
3,3232235811,11,0.75,9056.0,0.0012146643109540636,0,0,0
123,167772183,14,0.7254901960784313,12559.0,0.0011147384345887412,0,0,0
39,3405803809,11,0.7924528301886793,9757.0,0.0011273957158962795,0,3,3
65,167772183,6,0.8421052631578947,9466.0,0.0006338474540460595,0,0,0
157,2886729731,10,0.8214285714285714,27325.0,0.00036596523330283625,0,0,0
145,2886729770,2,0.9487179487179487,9843.0,0.000203190084323885,0,0,0
193,3232235813,11,0.828125,12945.0,0.0008497489378138278,0,0,0
156,2886729738,15,0.7058823529411765,9745.0,0.0015392508978963571,0,0,0
122,3232235792,7,0.8870967741935484,9787.0,0.0007152344947379177,0,0,0
144,167772176,24,0.6307692307692307,12927.0,0.0018565792527268509,0,0,0
31,167772162,15,0.7692307692307693,12758.0,0.0011757328734911428,0,0,0
30,167772168,12,0.7333333333333333,9914.0,0.0012104095218882388,0,0,0
199,3232235813,16,0.7575757575757576,12874.0,0.0012428149759204598,0,0,0
177,2886729732,11,0.75,26627.0,0.0004131145078303977,0,0,0
158,167772168,9,0.8125,9205.0,0.000977729494839761,0,0,0
192,2886729744,13,0.8,9823.0,0.001323424615697852,0,0,0
136,3232235799,17,0.711864406779661,27334.0,0.0006219360503402356,0,0,0
32,3232235817,17,0.7384615384615385,12835.0,0.0013245033112582781,0,0,0
9,3232235822,7,0.8333333333333334,9494.0,0.0007373077733305245,0,0,0
3,167772205,11,0.75,9056.0,0.0012146643109540636,0,0,0
120,3405803824,11,0.7659574468085106,27119.0,0.0004056196762417493,0,3,3
129,167772184,5,0.8837209302325582,9502.0,0.0005262050094716902,0,0,0
112,2886729758,8,0.8431372549019608,9757.0,0.0008199241570154761,0,0,0
114,2886729740,7,0.8478260869565217,9834.0,0.0007118161480577588,0,0,0
154,167772183,11,0.828125,9764.0,0.0011265874641540352,0,0,0
111,2886729737,7,0.8292682926829268,27289.0,0.0002565136135439188,0,0,0
114,3405803798,7,0.8478260869565217,9834.0,0.0007118161480577588,0,3,3
162,3232235821,8,0.84,27271.0,0.0002933519122877782,0,0,0
200,167772167,15,0.7321428571428571,9646.0,0.0015550487248600455,0,0,0
29,3405803784,18,0.7049180327868853,12846.0,0.0014012143858010276,0,3,3
58,2886729768,17,0.6792452830188679,12734.0,0.001335008638291189,0,0,0
128,3232235795,15,0.7794117647058824,27327.0,0.0005489076737292787,0,0,0
107,3405803820,14,0.7454545454545455,27016.0,0.0005182114302635475,0,3,3
75,3405803820,8,0.84,9454.0,0.0008462026655383964,0,3,3
75,167772169,8,0.84,9454.0,0.0008462026655383964,0,0,0
52,3232235818,7,0.8653846153846154,9918.0,0.0007057874571486187,0,0,0
94,3232235806,18,0.7,9767.0,0.0018429405139756322,0,0,0
152,3405803822,11,0.78,12852.0,0.0008558979147214441,0,3,3
140,2886729762,8,0.8431372549019608,9326.0,0.0008578168561012224,0,0,0
22,3405803791,9,0.7428571428571429,9317.0,0.0009659761725877428,0,3,3
59,2886729760,12,0.7142857142857143,9303.0,0.0012899064817800709,0,0,0
188,3405803789,11,0.7884615384615384,9814.0,0.0011208477684939882,0,3,3
58,167772169,17,0.6792452830188679,12734.0,0.001335008638291189,0,0,0
89,2886729749,10,0.8,9797.0,0.0010207206287639074,0,0,0
192,3232235780,13,0.8,9823.0,0.001323424615697852,0,0,0
109,2886729770,18,0.7049180327868853,9926.0,0.0018134193028410237,0,0,0
43,167772186,7,0.825,9161.0,0.0007641087217552669,0,0,0
52,3232235778,7,0.8653846153846154,9918.0,0.0007057874571486187,0,0,0
61,2886729774,14,0.6818181818181818,9718.0,0.0014406256431364478,0,0,0
87,3232235817,11,0.75,12915.0,0.0008517228029423151,0,0,0
163,3232235810,11,0.78,9403.0,0.0011698394129533128,0,0,0
161,3405803779,10,0.7619047619047619,9241.0,0.0010821339681852614,0,3,3
107,2886729772,14,0.7454545454545455,27016.0,0.0005182114302635475,0,0,0
177,167772165,11,0.75,26627.0,0.0004131145078303977,0,0,0
173,3232235807,21,0.6440677966101694,12876.0,0.0016309412861137,0,0,0
115,2886729738,10,0.7872340425531915,9148.0,0.0010931351114997813,0,0,0
195,3232235788,6,0.9032258064516129,9795.0,0.0006125574272588055,0,0,0
143,3405803812,10,0.75,9352.0,0.00106928999144568,0,3,3
49,3405803810,10,0.8148148148148148,27111.0,0.00036885397071299473,0,3,3
92,2886729730,14,0.7083333333333334,9925.0,0.0014105793450881613,0,0,0
187,167772161,10,0.8076923076923077,9606.0,0.0010410160316468874,0,0,0
28,2886729743,19,0.6833333333333333,27314.0,0.0006956139708574358,0,0,0
82,3232235805,9,0.8235294117647058,9635.0,0.000934094447327452,0,0,0
11,167772164,11,0.7708333333333334,9595.0,0.0011464304325169358,0,0,0
23,2886729777,8,0.8571428571428571,9650.0,0.0008290155440414508,0,0,0
40,3232235805,13,0.75,26760.0,0.0004857997010463378,0,0,0
117,2886729760,19,0.7076923076923077,12819.0,0.0014821748966378032,0,0,0
146,3232235778,15,0.7169811320754716,27273.0,0.0005499945000549994,0,0,0
89,3405803786,10,0.8,9797.0,0.0010207206287639074,0,3,3
121,2886729776,7,0.86,9601.0,0.0007290907197166961,0,0,0
53,167772202,11,0.7884615384615384,9972.0,0.001103088648215002,0,0,0
185,2886729735,9,0.847457627118644,9800.0,0.0009183673469387755,0,0,0
36,167772208,12,0.7391304347826086,9480.0,0.0012658227848101266,0,0,0
78,167772185,6,0.8571428571428571,9934.0,0.0006039863096436481,0,0,0
113,3405803790,12,0.7777777777777778,12964.0,0.0009256402344955261,0,3,3
93,167772163,13,0.7868852459016393,9499.0,0.001368565112117065,0,0,0
138,3405803823,9,0.82,9504.0,0.000946969696969697,0,3,3
139,3232235779,14,0.7307692307692307,27268.0,0.0005134223265365997,0,0,0
112,167772184,8,0.8431372549019608,9757.0,0.0008199241570154761,0,0,0
140,167772161,8,0.8431372549019608,9326.0,0.0008578168561012224,0,0,0
156,3405803809,15,0.7058823529411765,9745.0,0.0015392508978963571,0,3,3
124,3405803819,13,0.7547169811320755,9893.0,0.001314060446780552,0,3,3
57,167772203,24,0.625,26972.0,0.0008898116565327006,0,0,0
48,2886729767,9,0.8085106382978723,9732.0,0.0009247842170160296,0,0,0
22,3405803786,9,0.7428571428571429,9317.0,0.0009659761725877428,0,3,3
108,167772163,14,0.7407407407407407,9598.0,0.0014586372160866848,0,0,0
20,3405803808,13,0.7592592592592593,27308.0,0.0004760509740735316,0,3,3
5,2886729775,11,0.7924528301886793,12551.0,0.0008764241893076249,0,0,0
40,167772165,13,0.75,26760.0,0.0004857997010463378,0,0,0
152,3232235806,11,0.78,12852.0,0.0008558979147214441,0,0,0
2,3405803783,9,0.8333333333333334,27344.0,0.0003291398478642481,0,3,3
64,3405803783,8,0.8490566037735849,9681.0,0.000826360913128809,0,3,3
113,3405803792,12,0.7777777777777778,12964.0,0.0009256402344955261,1,5,5
69,2886729745,13,0.7547169811320755,9717.0,0.0013378614798806217,0,0,0
34,3405803822,11,0.7608695652173914,9875.0,0.0011139240506329114,0,3,3
96,3405803810,15,0.75,12925.0,0.0011605415860735009,0,3,3
113,167772166,12,0.7777777777777778,12964.0,0.0009256402344955261,0,0,0
44,167772187,15,0.7115384615384616,9820.0,0.0015274949083503055,0,0,0
56,3405803779,16,0.7333333333333333,12896.0,0.0012406947890818859,1,5,5
115,3232235823,10,0.7872340425531915,9148.0,0.0010931351114997813,0,0,0
13,2886729737,14,0.6956521739130435,9381.0,0.0014923782112781154,0,0,0
50,167772177,7,0.8627450980392157,27299.0,0.00025641964907139453,0,0,0
112,3232235817,8,0.8431372549019608,9757.0,0.0008199241570154761,0,0,0
131,3232235777,13,0.7450980392156863,9922.0,0.0013102197137673855,0,0,0
191,167772197,8,0.8,9016.0,0.0008873114463176575,0,0,0
12,3232235821,16,0.7288135593220338,12901.0,0.001240213936904116,0,0,0
76,2886729775,12,0.7647058823529411,9936.0,0.0012077294685990338,0,0,0
28,3232235782,19,0.6833333333333333,27314.0,0.0006956139708574358,0,0,0
87,3232235787,11,0.75,12915.0,0.0008517228029423151,0,0,0
107,3405803804,14,0.7454545454545455,27016.0,0.0005182114302635475,0,3,3
122,167772204,7,0.8870967741935484,9787.0,0.0007152344947379177,0,0,0
171,2886729757,15,0.75,9808.0,0.0015293637846655792,0,0,0
