用户ID,登录时间,登录地址,登录资源,登录结果,登录成功,时间差,登录小时,规则异常,异常类型,登录失败次数,登录成功率,平均登录间隔,模型异常,是否异常
user145,2023-01-07 04:33:00,203.0.113.30,server2,success,1,5760.0,4,1,"固定频率多账号尝试, 非正常源地址登录",-1.0857881513663572,1.2225915556202467,-0.6090540847357794,1,1
user145,2023-01-07 05:31:00,10.0.0.13,server2,success,1,3480.0,5,1,固定频率多账号尝试,-1.0857881513663572,1.2225915556202467,-0.6090540847357794,1,1
user145,2023-01-07 10:52:00,10.0.0.3,server3,success,1,19260.0,10,1,固定频率多账号尝试,-1.0857881513663572,1.2225915556202467,-0.6090540847357794,1,1
user145,2023-01-07 14:10:00,172.16.0.20,server2,success,1,11880.0,14,1,固定频率多账号尝试,-1.0857881513663572,1.2225915556202467,-0.6090540847357794,1,1
user145,2023-01-07 21:55:00,10.0.0.5,server1,success,1,27900.0,21,1,固定频率多账号尝试,-1.0857881513663572,1.2225915556202467,-0.6090540847357794,1,1
user145,2023-01-07 22:31:00,172.16.0.15,server1,success,1,2160.0,22,1,固定频率多账号尝试,-1.0857881513663572,1.2225915556202467,-0.6090540847357794,1,1
user146,2023-01-01 00:12:00,192.168.1.27,server2,failure,0,,0,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-01 09:51:00,10.0.0.44,server3,failure,0,34740.0,9,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-01 10:09:00,10.0.0.19,server3,success,1,1080.0,10,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-01 14:19:00,192.168.1.36,server1,failure,0,15000.0,14,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-01 16:16:00,203.0.113.28,server1,success,1,7020.0,16,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-02 15:09:00,172.16.0.31,server1,success,1,82380.0,15,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-02 22:36:00,203.0.113.36,server1,success,1,26820.0,22,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 00:12:00,192.168.1.31,server1,success,1,5760.0,0,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 00:57:00,172.16.0.25,server1,success,1,2700.0,0,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 02:08:00,172.16.0.42,server2,failure,0,4260.0,2,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 06:05:00,172.16.0.24,server1,success,1,14220.0,6,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 06:38:00,203.0.113.7,server3,success,1,1980.0,6,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 06:46:00,172.16.0.26,server2,success,1,480.0,6,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 08:25:00,203.0.113.41,server1,success,1,5940.0,8,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 10:01:00,192.168.1.43,server3,success,1,5760.0,10,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 12:27:00,172.16.0.7,server1,success,1,8760.0,12,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 14:51:00,172.16.0.8,server1,success,1,8640.0,14,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-03 16:49:00,172.16.0.5,server3,success,1,7080.0,16,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 01:49:00,192.168.1.8,server3,success,1,32400.0,1,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 06:37:00,192.168.1.24,server1,success,1,17280.0,6,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 06:50:00,172.16.0.31,server2,success,1,780.0,6,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 11:17:00,203.0.113.15,server1,failure,0,16020.0,11,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 12:01:00,10.0.0.11,server1,success,1,2640.0,12,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 14:28:00,203.0.113.3,server1,failure,0,8820.0,14,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 14:56:00,10.0.0.25,server1,success,1,1680.0,14,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 17:26:00,203.0.113.8,server3,success,1,9000.0,17,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 17:28:00,172.16.0.2,server3,success,1,120.0,17,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 19:36:00,203.0.113.2,server3,success,1,7680.0,19,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 23:46:00,192.168.1.9,server3,success,1,15000.0,23,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-04 23:47:00,203.0.113.37,server2,success,1,60.0,23,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 00:59:00,10.0.0.47,server2,success,1,4320.0,0,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 01:45:00,10.0.0.8,server2,failure,0,2760.0,1,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 02:01:00,10.0.0.43,server1,failure,0,960.0,2,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 03:32:00,203.0.113.48,server1,success,1,5460.0,3,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 09:42:00,10.0.0.42,server3,failure,0,22200.0,9,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 10:54:00,172.16.0.39,server1,success,1,4320.0,10,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-05 11:45:00,203.0.113.48,server3,success,1,3060.0,11,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-06 13:11:00,172.16.0.47,server1,success,1,91560.0,13,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-06 14:19:00,172.16.0.42,server2,failure,0,4080.0,14,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-06 14:27:00,192.168.1.42,server2,success,1,480.0,14,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-06 15:41:00,172.16.0.8,server1,success,1,4440.0,15,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-06 23:05:00,203.0.113.33,server3,success,1,26640.0,23,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-06 23:29:00,203.0.113.20,server1,success,1,1440.0,23,1,"固定频率多账号尝试, 非正常源地址登录",-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 01:12:00,172.16.0.47,server1,success,1,6180.0,1,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 05:58:00,172.16.0.10,server1,failure,0,17160.0,5,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 12:25:00,192.168.1.9,server3,success,1,23220.0,12,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 18:50:00,172.16.0.14,server3,success,1,23100.0,18,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 20:10:00,10.0.0.48,server2,success,1,4800.0,20,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 20:11:00,172.16.0.3,server1,success,1,60.0,20,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 21:38:00,10.0.0.40,server3,success,1,5220.0,21,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 22:11:00,10.0.0.8,server2,success,1,1980.0,22,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user146,2023-01-07 22:24:00,192.168.1.17,server3,success,1,780.0,22,1,固定频率多账号尝试,-0.12858017581970035,0.15974764239090272,-0.6015855756613193,1,1
user147,2023-01-01 02:01:00,172.16.0.41,server3,failure,0,,2,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 04:26:00,172.16.0.42,server3,success,1,8700.0,4,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 06:47:00,192.168.1.28,server1,failure,0,8460.0,6,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 11:06:00,10.0.0.29,server3,failure,0,15540.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 11:40:00,10.0.0.45,server2,failure,0,2040.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 11:41:00,172.16.0.10,server1,success,1,60.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 13:51:00,192.168.1.3,server1,failure,0,7800.0,13,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 17:23:00,203.0.113.30,server1,success,1,12720.0,17,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-01 20:56:00,203.0.113.9,server3,success,1,12780.0,20,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 02:05:00,172.16.0.25,server1,success,1,18540.0,2,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 02:18:00,172.16.0.48,server3,success,1,780.0,2,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 02:20:00,203.0.113.27,server1,success,1,120.0,2,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 06:48:00,10.0.0.48,server1,failure,0,16080.0,6,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 07:58:00,10.0.0.45,server1,success,1,4200.0,7,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 08:40:00,192.168.1.2,server3,success,1,2520.0,8,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 11:11:00,192.168.1.46,server1,failure,0,9060.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 11:47:00,172.16.0.44,server2,failure,0,2160.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 11:48:00,172.16.0.17,server1,success,1,60.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 17:20:00,203.0.113.15,server3,success,1,19920.0,17,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-02 19:34:00,203.0.113.49,server3,failure,0,8040.0,19,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 03:20:00,10.0.0.26,server3,success,1,27960.0,3,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 03:29:00,203.0.113.4,server2,success,1,540.0,3,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 06:32:00,203.0.113.36,server1,success,1,10980.0,6,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 11:22:00,192.168.1.31,server2,success,1,17400.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 16:36:00,192.168.1.42,server1,success,1,18840.0,16,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 17:25:00,192.168.1.26,server2,success,1,2940.0,17,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-03 20:19:00,172.16.0.17,server1,success,1,10440.0,20,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-04 02:28:00,203.0.113.23,server1,success,1,22140.0,2,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-04 03:30:00,192.168.1.49,server2,failure,0,3720.0,3,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-04 05:11:00,203.0.113.16,server1,success,1,6060.0,5,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-04 06:25:00,192.168.1.20,server1,success,1,4440.0,6,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-04 10:19:00,203.0.113.25,server1,success,1,14040.0,10,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-04 13:23:00,203.0.113.4,server1,success,1,11040.0,13,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-05 00:49:00,192.168.1.13,server1,failure,0,41160.0,0,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-05 11:21:00,192.168.1.6,server1,success,1,37920.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-05 15:18:00,172.16.0.23,server3,failure,0,14220.0,15,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-06 03:13:00,203.0.113.7,server3,success,1,42900.0,3,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-06 09:15:00,172.16.0.13,server2,success,1,21720.0,9,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-06 13:49:00,172.16.0.33,server1,success,1,16440.0,13,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-06 17:48:00,172.16.0.28,server1,failure,0,14340.0,17,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-06 21:43:00,10.0.0.4,server3,success,1,14100.0,21,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-07 05:26:00,10.0.0.42,server1,success,1,27780.0,5,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-07 11:57:00,192.168.1.40,server3,success,1,23460.0,11,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-07 14:50:00,203.0.113.17,server2,failure,0,10380.0,14,1,"固定频率多账号尝试, 非正常源地址登录",0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-07 15:10:00,10.0.0.25,server1,success,1,1200.0,15,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user147,2023-01-07 16:49:00,10.0.0.42,server1,failure,0,5940.0,16,1,固定频率多账号尝试,0.8286277997269567,-1.4229655762223579,-0.4872897256773614,1,1
user148,2023-01-01 02:30:00,172.16.0.36,server3,failure,0,,2,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-01 07:11:00,192.168.1.45,server3,failure,0,16860.0,7,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-01 07:30:00,10.0.0.49,server1,success,1,1140.0,7,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-01 14:08:00,10.0.0.10,server3,success,1,23880.0,14,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-01 14:55:00,192.168.1.44,server3,success,1,2820.0,14,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 00:27:00,203.0.113.9,server3,success,1,34320.0,0,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 01:26:00,172.16.0.15,server3,success,1,3540.0,1,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 05:18:00,192.168.1.32,server3,success,1,13920.0,5,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 05:22:00,203.0.113.22,server2,success,1,240.0,5,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 08:05:00,10.0.0.26,server1,success,1,9780.0,8,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 10:08:00,172.16.0.26,server2,success,1,7380.0,10,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 12:53:00,203.0.113.20,server3,success,1,9900.0,12,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 15:20:00,172.16.0.42,server3,success,1,8820.0,15,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-02 16:16:00,172.16.0.15,server1,success,1,3360.0,16,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-03 01:52:00,10.0.0.40,server3,success,1,34560.0,1,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-03 08:13:00,192.168.1.1,server3,success,1,22860.0,8,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-03 11:58:00,172.16.0.4,server2,failure,0,13500.0,11,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-03 16:05:00,192.168.1.47,server2,success,1,14820.0,16,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-03 23:28:00,203.0.113.42,server1,success,1,26580.0,23,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 03:26:00,172.16.0.31,server2,failure,0,14280.0,3,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 07:27:00,192.168.1.14,server1,failure,0,14460.0,7,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 10:57:00,192.168.1.36,server1,failure,0,12600.0,10,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 15:34:00,10.0.0.10,server1,success,1,16620.0,15,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 16:25:00,203.0.113.2,server3,success,1,3060.0,16,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 20:57:00,172.16.0.45,server1,success,1,16320.0,20,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-04 22:36:00,172.16.0.35,server2,failure,0,5940.0,22,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 03:42:00,172.16.0.6,server1,success,1,18360.0,3,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 04:17:00,172.16.0.16,server3,success,1,2100.0,4,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 05:42:00,172.16.0.19,server3,success,1,5100.0,5,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 06:51:00,10.0.0.41,server3,success,1,4140.0,6,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 08:58:00,172.16.0.11,server2,success,1,7620.0,8,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 09:51:00,10.0.0.21,server3,success,1,3180.0,9,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 16:38:00,203.0.113.48,server2,failure,0,24420.0,16,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 22:13:00,192.168.1.47,server1,success,1,20100.0,22,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 22:52:00,203.0.113.49,server2,success,1,2340.0,22,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-05 23:50:00,172.16.0.34,server1,success,1,3480.0,23,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-06 09:21:00,172.16.0.27,server2,failure,0,34260.0,9,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-06 14:45:00,172.16.0.6,server1,failure,0,19440.0,14,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-06 17:06:00,192.168.1.5,server2,failure,0,8460.0,17,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-06 19:06:00,172.16.0.26,server3,failure,0,7200.0,19,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 01:43:00,203.0.113.45,server1,failure,0,23820.0,1,1,"频繁登录失败, 固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 01:59:00,203.0.113.17,server3,success,1,960.0,1,1,"固定频率多账号尝试, 非正常源地址登录",1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 03:45:00,10.0.0.39,server3,success,1,6360.0,3,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 05:33:00,10.0.0.21,server3,failure,0,6480.0,5,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 06:08:00,10.0.0.33,server1,success,1,2100.0,6,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 06:46:00,172.16.0.29,server3,success,1,2280.0,6,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 08:05:00,10.0.0.44,server2,success,1,4740.0,8,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 10:38:00,172.16.0.45,server2,success,1,9180.0,10,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 18:03:00,10.0.0.33,server1,failure,0,26700.0,18,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 18:42:00,192.168.1.47,server3,failure,0,2340.0,18,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user148,2023-01-07 21:13:00,172.16.0.38,server3,failure,0,9060.0,21,1,固定频率多账号尝试,1.307231787500285,-1.5230885535555572,-0.6034858963035985,1,1
user149,2023-01-01 01:08:00,192.168.1.4,server1,success,1,,1,1,固定频率多账号尝试,1.067929793613621,-0.6019571620901268,-0.4390224346394578,1,1
user149,2023-01-01 02:54:00,10.0.0.13,server1,failure,0,6360.0,2,1,固定频率多账号尝试,1.067929793613621,-0.6019571620901268,-0.4390224346394578,1,1
user149,2023-01-01 06:59:00,172.16.0.24,server2,success,1,14700.0,6,1,固定频率多账号尝试,1.067929793613621,-0.6019571620901268,-0.4390224346394578,1,1
user149,2023-01-01 08:49:00,172.16.0.43,server1,success,1,6600.0,8,1,固定频率多账号尝试,1.067929793613621,-0.6019571620901268,-0.4390224346394578,1,1
user149,2023-01-01 10:00:00,10.0.0.26,server3,success,1,4260.0,10,1,固定频率多账号尝试,1.067929793613621,-0.6019571620901268,-0.4390224346394578,1,1
user149,2023-01-01 12:17:00,192.168.1.22,server1,success,1,8220.0,12,1,固定频率多账号尝试,1.067929793613621,-0.6019571620901268,-0.4390224346394578,1,1
